screen,widget,id,tag_widget,tag_screen,annotator,annotation_id
http://45.33.96.10:9081/home-address-1-bbox-3192-screen.jpg,http://45.33.96.10:9081/home-address-1-bbox-3192-widget.jpg,414,,,leon.yee16@gmail.com,1662
http://45.33.96.10:9081/home-address-1-bbox-2785-screen.jpg,http://45.33.96.10:9081/home-address-1-bbox-2785-widget.jpg,413,menu,home,leon.yee16@gmail.com,1661
http://45.33.96.10:9081/aliexpress-address-2-bbox-0458-screen.jpg,http://45.33.96.10:9081/aliexpress-address-2-bbox-0458-widget.jpg,412,add,address_add,leon.yee16@gmail.com,1660
http://45.33.96.10:9081/ebay-address-2-bbox-2467-screen.jpg,http://45.33.96.10:9081/ebay-address-2-bbox-2467-widget.jpg,411,item_i,items,leon.yee16@gmail.com,1659
http://45.33.96.10:9081/aliexpress-address-2-bbox-2245-screen.jpg,http://45.33.96.10:9081/aliexpress-address-2-bbox-2245-widget.jpg,410,country,address_edit,leon.yee16@gmail.com,1959
http://45.33.96.10:9081/etsy-address-1-bbox-1860-screen.jpg,http://45.33.96.10:9081/etsy-address-1-bbox-1860-widget.jpg,409,,menu,leon.yee16@gmail.com,1658
http://45.33.96.10:9081/ebay-address-2-bbox-1870-screen.jpg,http://45.33.96.10:9081/ebay-address-2-bbox-1870-widget.jpg,408,search_bar,home,leon.yee16@gmail.com,1657
http://45.33.96.10:9081/etsy-address-1-bbox-2785-screen.jpg,http://45.33.96.10:9081/etsy-address-1-bbox-2785-widget.jpg,407,,item_detail,leon.yee16@gmail.com,1656
http://45.33.96.10:9081/aliexpress-address-2-bbox-1400-screen.jpg,http://45.33.96.10:9081/aliexpress-address-2-bbox-1400-widget.jpg,406,street,address_edit,leon.yee16@gmail.com,1655
http://45.33.96.10:9081/zappos-address-1-bbox-0089-screen.jpg,http://45.33.96.10:9081/zappos-address-1-bbox-0089-widget.jpg,405,account,home,leon.yee16@gmail.com,1654
http://45.33.96.10:9081/etsy-address-2-bbox-4412-screen.jpg,http://45.33.96.10:9081/etsy-address-2-bbox-4412-widget.jpg,404,,checkout,leon.yee16@gmail.com,1653
http://45.33.96.10:9081/zappos-address-1-bbox-1835-screen.jpg,http://45.33.96.10:9081/zappos-address-1-bbox-1835-widget.jpg,403,phone,address_edit,leon.yee16@gmail.com,1652
http://45.33.96.10:9081/wish-address-2-bbox-0817-screen.jpg,http://45.33.96.10:9081/wish-address-2-bbox-0817-widget.jpg,402,add,address_add,leon.yee16@gmail.com,1651
http://45.33.96.10:9081/zappos-address-1-bbox-1030-screen.jpg,http://45.33.96.10:9081/zappos-address-1-bbox-1030-widget.jpg,401,,address_edit,leon.yee16@gmail.com,1650
http://45.33.96.10:9081/wish-address-2-bbox-2117-screen.jpg,http://45.33.96.10:9081/wish-address-2-bbox-2117-widget.jpg,400,zipcode,address_edit,leon.yee16@gmail.com,1649
http://45.33.96.10:9081/home-address-2-bbox-0810-screen.jpg,http://45.33.96.10:9081/home-address-2-bbox-0810-widget.jpg,399,password,sign_in,leon.yee16@gmail.com,1648
